date,Market,Mkt_GSPC_idx,Mkt_IXIC_idx,Mkt_NDX_idx,Mkt_QQQ_idx,Mkt_ARKK_idx
2011-06-30,1249.5631984806923,1156.8324914891086,1714.6955298493044,2013.3962597601312,113.32851282422487,
2011-07-31,1249.3454762453637,1131.990178558301,1704.098845633694,2046.0772340736887,115.21564671577099,
2011-08-31,1178.100812825422,1067.7032021268205,1594.720223145286,1940.6043857125255,109.37544031705666,
2011-09-30,1110.3157092360582,991.0826976618606,1493.2920570904173,1852.4245492344676,104.46353295748723,
2011-10-31,1229.123109149853,1097.8451371967724,1659.6042733288255,2043.7132053333087,115.32982074050551,
2011-11-30,1203.0101765123798,1092.2914514160761,1619.9938719571098,1987.530208219437,112.22517445689537,
2011-12-31,1199.059766442621,1101.6117162260964,1610.6027216962907,1972.488752952773,111.53587489532329,
2012-01-31,1286.82373474897,1149.6233287309249,1739.6229291441266,2137.123206988282,120.92547413254692,
2012-02-29,1357.6706297910537,1196.2859231794312,1834.2441376062595,2271.475598722136,128.67685965638785,
2012-03-31,1416.5504182217926,1233.7683299940254,1911.326162818779,2385.9282468282154,135.1789332461504,
2012-04-30,1400.0161647946572,1224.518210701201,1883.375646010433,2358.572785300401,133.59801716659462,
2012-05-31,1301.5940433747135,1147.8012561500964,1747.9691424362443,2186.4132696493407,124.19250526317238,
2012-06-30,1350.384223732606,1193.2025144387756,1814.559535596986,2265.0847719654776,128.69007292918485,
2012-07-31,1360.957941421011,1208.2339716557576,1817.3230414412676,2288.300963353075,129.97378923394226,
2012-08-31,1416.3901428155593,1232.1127460873959,1896.1112586939723,2400.6234063448574,136.7131601360116,
2012-09-30,1437.6086827556805,1261.974419875989,1926.571858095054,2423.9607378208325,137.92771523084585,
2012-10-31,1375.3129862792198,1237.0006910295806,1840.636773087326,2292.9683450827633,130.64613591720874,
2012-11-30,1388.208753146946,1240.522081536144,1861.044816219088,2318.9121968896407,132.35591794291093,
2012-12-31,1388.0096265467007,1249.2903781148125,1866.7758947546367,2304.234373301877,131.73786001547595,
2013-01-31,1438.8754661601554,1312.2897138175174,1942.58416248068,2365.370583558153,135.25740478427076,
2013-02-28,1446.9380514568127,1326.8044894200298,1953.7495773763524,2371.475578902095,135.7225601287731,
2013-03-31,1493.8332360913257,1374.5531631645144,2020.10511253864,2440.8467782028442,139.82789045930352,
2013-04-30,1525.288570064374,1399.413012474621,2057.9845681993816,2500.380894934295,143.37580464919793,
2013-05-31,1573.9015285129003,1428.4687613194521,2136.5749070227976,2582.0574325317557,148.5050131775961,
2013-06-30,1543.894944496987,1407.0427275485558,2104.0185471406494,2519.570499719381,144.94800357936126,
2013-07-31,1637.16256763798,1476.6379873796882,2241.9598869783617,2675.9524173677733,154.0999788260957,
2013-08-31,1616.268625729532,1430.4221428867393,2219.3941991885627,2661.7682449254917,153.48991591733426,
2013-09-30,1688.0895983901876,1472.9765196970163,2331.6723217735703,2786.802786301313,160.90676578885086,
2013-10-31,1763.9523600527716,1538.6650163935742,2423.313731646059,2924.947941011595,168.882751159858,
2013-11-30,1821.7406681502825,1581.823756714816,2509.9782952569553,3020.2805394618663,174.88008116749282,
2013-12-31,1872.929197504752,1619.0959408361057,2582.126642194745,3110.4952334453938,179.99897354276385,
2014-01-31,1831.2520929216068,1561.4838022398983,2537.174579791345,3049.8093345124053,176.54065514277858,
2014-02-28,1919.6328748668082,1628.8103464637863,2663.4436582302937,3200.6407951271767,185.63669964597543,
2014-03-31,1882.593243768415,1640.1015292203929,2595.9754153786707,3113.733880939034,180.5621495355625,
2014-04-30,1868.9718868900334,1650.271452993281,2543.777470537094,3101.8530614860606,179.98556254369856,
2014-05-31,1932.9718868717266,1684.977123846669,2622.9490678129832,3235.90228587832,188.05906994893417,
2014-06-30,1992.4471206791466,1717.0899768632069,2725.304590900309,3333.460225637949,193.93368931512177,
2014-07-31,1989.9234594017794,1691.196550465877,2701.5579718894896,3370.713445486135,196.22586976561612,
2014-08-31,2081.9820101131654,1754.8790564572503,2831.6970754443582,3535.2961031487766,206.05580540227712,
2014-09-30,2054.189966113131,1727.6541483828971,2777.9846285741887,3506.6243795088526,204.49670798658525,
2014-10-31,1708.2685114506603,1767.738248153133,2862.89968122102,3600.8051957575867,209.89943212156072,100.0
2014-11-30,1770.0520687905125,1811.1072111676797,2962.3677791731066,3756.3127060664847,219.44223482951654,101.0304127157764
2014-12-31,1742.6765903760818,1803.5212301128504,2928.0060616306027,3668.409821622937,214.52531553888616,98.92052297513277
2015-01-31,1702.9855827709096,1747.5384777834659,2865.6817523183927,3592.3363830870308,210.0582321053644,99.31306856029387
2015-02-28,1817.6559887237836,1843.465252706978,3068.642834717929,3845.4016217417916,225.22557343411756,105.5446610181005
2015-03-31,1783.242765331202,1811.3961337095457,3029.910283037094,3752.7622232668114,219.91259983134807,102.23258681121088
2015-04-30,1806.2578335471055,1826.8307137921215,3054.973676584235,3822.5232695535437,224.14010780208082,102.82140000354683
2015-05-31,1843.9101781638062,1845.9966932162815,3134.4851840224114,3903.9226437027273,229.17972054056986,105.96664933704069
2015-06-30,1805.1811584384643,1807.2092162227548,3083.072715417311,3807.3775872998467,223.48668266300834,104.75959058940121
2015-07-31,1865.264688159256,1842.8871937649617,3170.4975487828438,3973.7703696338476,233.67273190561787,105.49559670900965
2015-08-31,1739.7011248940405,1727.5578052258943,2953.019947836167,3701.575990531306,217.7257644978703,98.6261163789648
2015-09-30,1692.7890631873179,1681.8762856558565,2856.358674652241,3620.592255847655,212.91986420847638,92.19823557236042
2015-10-31,1861.2591026334626,1821.4436236147662,3124.420401854714,4025.658073247603,237.1286775903839,97.64473685984481
2015-11-30,1872.5138278210275,1822.363214236546,3158.373985703246,4039.2359110066964,238.57247480129155,104.02355335735835
2015-12-31,1840.2276861875512,1790.416849894207,3095.771348531685,3977.5457966813983,234.7677399792972,102.63669585116723
2016-01-31,1712.0338514715054,1699.5794744165344,2852.51944068779,3705.550569347184,218.5442996677425,83.97547323827655
2016-02-29,1689.865814614242,1692.562997972356,2817.898111476043,3637.96327941071,215.12327416131177,85.78141005078898
2016-03-31,1804.6884578627803,1804.2571164685583,3010.726490050232,3882.629049110427,229.86483346333117,95.9648002213546
2016-04-30,1767.607743299371,1809.1275250314438,2952.30903448609,3759.351990378031,222.53948787005223,94.71067873123907
2016-05-31,1828.6851463156545,1836.8516852701098,3059.072522217929,3917.4662324315987,232.26455981017588,97.7707318484613
2016-06-30,1796.339905548103,1838.5249124851803,2993.9226719474495,3825.51096890599,226.9735252263901,96.76744917550492
2016-07-31,1907.6117141501322,1903.9944182987842,3191.424966190108,4096.146382892134,243.20398052207128,103.28882284756142
