Date,Infra_Power_Grid,Infra_Construction,Infra_Materials,Infra_Supply,Infra
1984-05-31,58.8020026027049,25.454366642603414,,42.12818462265416,42.12818462265416
1984-06-30,59.991827925999374,25.454366642603414,,42.723097284301396,42.723097284301396
1984-07-31,60.47770144440018,25.789766414131194,,43.13373392926569,43.13373392926569
1984-08-31,61.627582348952984,25.789766414131194,,43.70867438154209,43.70867438154209
1984-09-30,59.21514306591928,25.789766414131194,,42.502454740025236,42.502454740025236
1984-10-31,57.55417241792472,26.223449658497145,,41.88881103821093,41.88881103821093
1984-11-30,59.14624881525768,26.223449658497145,,42.68484923687741,42.68484923687741
1984-12-31,61.64150233600094,26.223449658497145,,43.93247599724904,43.93247599724904
1985-01-31,67.49274568041723,26.49522351969481,,46.993984600056024,46.993984600056024
1985-02-28,67.70940604835405,26.49522351969481,,47.10231478402443,47.10231478402443
1985-03-31,62.16341180636573,26.49522351969481,,44.32931766303027,44.32931766303027
1985-04-30,60.02620923407886,26.844517860014324,,43.43536354704659,43.43536354704659
1985-05-31,58.896503044337955,26.844517860014324,,42.87051045217614,42.87051045217614
1985-06-30,59.97102772708733,26.844517860014324,,43.407772793550826,43.407772793550826
1985-07-31,62.29920119956016,27.133598139457234,,44.7163996695087,44.7163996695087
1985-08-31,62.53875070444319,27.133598139457234,,44.83617442195021,44.83617442195021
1985-09-30,61.85973508184755,27.133598139457234,,44.4966666106524,44.4966666106524
1985-10-31,59.4702992636672,27.92447259023488,,43.69738592695104,43.69738592695104
1985-11-30,60.24028765041594,27.92447259023488,,44.08238012032541,44.08238012032541
1985-12-31,66.99996020298687,27.92447259023488,,47.46221639661088,47.46221639661088
1986-01-31,68.20229281109694,28.668462807480235,,48.43537780928859,48.43537780928859
1986-02-28,65.31983746412462,28.668462807480235,,46.99415013580243,46.99415013580243
1986-03-31,62.052997342314384,28.668462807480235,,45.36073007489731,45.36073007489731
1986-04-30,59.69295334041371,29.620735979432357,,44.65684465992303,44.65684465992303
1986-05-31,59.463221651854795,29.620735979432357,,44.541978815643574,44.541978815643574
1986-06-30,61.64348827546266,29.620735979432357,,45.632112127447506,45.632112127447506
1986-07-31,65.0969929721312,30.032431875256048,,47.56471242369363,47.56471242369363
1986-08-31,63.67060545970748,30.032431875256048,,46.85151866748176,46.85151866748176
1986-09-30,62.284430244488505,30.032431875256048,,46.15843105987228,46.15843105987228
1986-10-31,60.79359915462176,30.4567565669541,,45.62517786078793,45.62517786078793
1986-11-30,61.690777341305875,30.4567565669541,,46.07376695412999,46.07376695412999
1986-12-31,66.46467604363556,30.4567565669541,,48.46071630529483,48.46071630529483
1987-01-31,68.7680712922946,30.35635153961389,,49.56221141595424,49.56221141595424
1987-02-28,67.24435394458531,30.35635153961389,,48.800352742099605,48.800352742099605
1987-03-31,65.41502439213669,30.35635153961389,,47.88568796587529,47.88568796587529
1987-04-30,63.06478213439783,30.81839200917878,,46.941587071788305,46.941587071788305
1987-05-31,62.67252175135569,30.81839200917878,,46.745456880267234,46.745456880267234
